trial_id,def_sex,offence,trial_place,trial_judge,verdict,trial_year,sentence
288379,MALE,LARCENY,BRISBANE,PAUL,GUILTY,1897,SUSPENDED
288380,MALE,FORGERY OR UTTERING,BRISBANE,PAUL,GUILTY,1897,12-18 MONTHS HL
288382,MALE,LARCENY,TOWNSVILLE,NOEL,GUILTY,1897,SUSPENDED
288384,MALE,LARCENY,TOWNSVILLE,NOEL,GUILTY,1897,2 YEARS HL
288388,FEMALE,FORGERY OR UTTERING,ROCKHAMPTON,MILLER,GUILTY,1897,SUSPENDED
288411,MALE,CATTLE STEALING,TOWNSVILLE,NOEL,NOT GUILTY,1897,DISCHARGED
288495,MALE,LARCENY,ROCKHAMPTON,MILLER,GUILTY,1897,1-11 MONTHS HL
288700,MALE,FALSE PRETENCES,MARYBOROUGH,MILLER,GUILTY,1897,SUSPENDED
288964,MALE,CATTLE STEALING,BUNDABERG,MILLER,NOT GUILTY,1897,DISCHARGED
288968,MALE,CATTLE STEALING,BUNDABERG,MILLER,NOT GUILTY,1897,DISCHARGED
288969,MALE,CATTLE STEALING,BUNDABERG,MILLER,NOT GUILTY,1897,DISCHARGED
288970,FEMALE,LARCENY,BRISBANE,PAUL,NOT GUILTY,1897,DISCHARGED
288983,MALE,LARCENY,BRISBANE,PAUL,NOT GUILTY,1897,DISCHARGED
290415,MALE,FORGERY OR UTTERING,BRISBANE,PAUL,GUILTY,1897,1-11 MONTHS HL
290511,MALE,LARCENY,BRISBANE,PAUL,NOT GUILTY,1897,DISCHARGED
290513,MALE,FALSE PRETENCES,BRISBANE,PAUL,GUILTY,1897,12-18 MONTHS HL
290632,MALE,LARCENY,BRISBANE,PAUL,GUILTY,1897,1-11 MONTHS HL
290634,MALE,LARCENY,BRISBANE,PAUL,GUILTY,1897,1-11 MONTHS HL
291501,MALE,FORGERY OR UTTERING,ROMA,PAUL,GUILTY,1895,SUSPENDED
293512,MALE,HORSE STEALING,ROMA,PAUL,GUILTY,1895,3 YEARS HL
293513,MALE,HORSE STEALING,ROMA,PAUL,GUILTY,1895,2 YEARS
293514,MALE,CATTLE STEALING,IPSWICH,PAUL,GUILTY,1895,12-18 MONTHS HL
293520,MALE,FALSE PRETENCES,ROCKHAMPTON,MILLER,GUILTY,1897,SUSPENDED
293521,MALE,LARCENY,ROCKHAMPTON,MILLER,NOT GUILTY,1897,DISCHARGED
293522,MALE,LARCENY,ROCKHAMPTON,MILLER,GUILTY,1897,3 YEARS HL
