"Squirrel Census data collected by a team of dedicated volunteer Squirrel Surveyors, under directions from the Dept. of Data - NYC.",,,,,,,,,,,,
The Squirrel Census covered 24 parks in New York City.,,,,,,,,,,,,
Data was collected over a 1 year period; March 2020 to Febuary 2021.,,,,,,,,,,,,
,,,,,,,,,,,,
Area,Park name,Park ID,Date,Squirrel ID,Squirrel count,Fur colour,Location,Activities; Interactions with Humans,Other Notes or Observations,Latitude,Longitude,Acres
LOWER MANHATTAN,Corlears Hook Park,M017,26/12/2020,M017-08,1,Gray,,Frolicking,Leaping from branch to branch,40.711927,-73.979658,4.355
LOWER MANHATTAN,Corlears Hook Park,M017,26/12/2020,M017-09,1,Gray; Cinnamon,Above Ground,"Running, Climbing, Scratching",Meandering among the branches,40.711866,-73.97976,4.355
LOWER MANHATTAN,Corlears Hook Park,M017,26/12/2020,M017-10,1,Gray,Above Ground,"Running, Climbing; Approaches humans","Came by to make sure we had proper Sighter buttons, looks like a Gerald",40.71174,-73.980539,4.355
LOWER MANHATTAN,Corlears Hook Park,M017,26/12/2020,M017-11,1,Gray; White,Specific Location: Handrail,Posing; Approaches humans,Timidly approached but ran from a passing pooch,40.711442,-73.978354,4.355
LOWER MANHATTAN,Corlears Hook Park,M017,26/12/2020,M017-12,1,Gray,Above Ground,Guarding; Defensive,Very upset that we spotted him accessing his tree-hole stash,40.711316,-73.978343,4.355
LOWER MANHATTAN,Corlears Hook Park,M017,26/12/2020,M017-13,1,Gray; Black,"On ground, Above Ground","Running, Chasing, Climbing","#13, #14 & #15: Scattering and teasing a Shih Tzu that chased them, runs from dog",40.711417,73.977767,4.355
LOWER MANHATTAN,Corlears Hook Park,M017,26/12/2020,M017-14,1,Gray; Black,"On ground, Above Ground","Running, Chasing, Climbing","#13, #14 & #15: Scattering and teasing a Shih Tzu that chased them, runs from dog",40.711421,-73.977692,4.355
LOWER MANHATTAN,Corlears Hook Park,M017,26/12/2020,M017-15,1,Gray; Black,"On ground, Above Ground","Running, Chasing, Climbing","#13, #14 & #15: Scattering and teasing a Shih Tzu that chased them, runs from dog",40.711409,-73.977719,4.355
LOWER MANHATTAN,Corlears Hook Park,M017,26/12/2020,M017-16,1,Cinnamon,Above Ground,Foraging; Indifferent to humans,So curious! A unique color and thirst for the unknown.,40.711303,-73.97759,4.355
LOWER MANHATTAN,Columbus Park,M015,18/07/2020,M015-01,1,Gray; Cinnamon,On ground,"Climbing, Eating, Foraging; Approaches humans","Boy, Alert Ù?•Ó•Å lots of basketball close by",40.714867,-74.000236,3.233
LOWER MANHATTAN,Columbus Park,M015,18/07/2020,M015-02,1,Gray; Cinnamon,On ground,"Running, Foraging",,40.7159,-74.000167,3.233
LOWER MANHATTAN,Columbus Park,M015,18/07/2020,M015-03,1,Gray,Above Ground,Indifferent to humans,Nibbling on branches,40.714875,-74.000346,3.233
LOWER MANHATTAN,Columbus Park,M015,18/07/2020,M015-04,1,Gray,Above Ground,Climbing; Approaches humans,Patchy Ù?•Ó•Åæ?•›bald spots,40.715779,-73.999887,3.233
LOWER MANHATTAN,Teardrop Park,M283.1,30/01/2021,M283.1-01,1,Gray; Cinnamon,On ground,"Running, Eating (or pretending to eat); Runs from humans","Ran up tree and down tree, tail vibration Ù?•Ó•Å not a flag or twitch, kuk sound",40.716335,-74.015612,
LOWER MANHATTAN,City Hall Park,M013,22/08/2020,M013-01,1,Gray; White,On ground,Foraging,,40.712828,-74.005072,8.8
LOWER MANHATTAN,City Hall Park,M013,22/08/2020,M013-02,1,Gray,Above Ground,Climbing,Chasing #3 up the tree,40.712938,-74.005152,8.8
LOWER MANHATTAN,City Hall Park,M013,22/08/2020,M013-03,1,Gray,Above Ground,Climbing,Chasing #2 up the tree,40.712938,-74.005152,8.8
LOWER MANHATTAN,City Hall Park,M013,22/08/2020,M013-04,1,"Gray; Cinnamon, White",On ground,"Eating, Burying; Approaches humans",Very chubby cinnamon squirrel got peanuts from humans and buried them in leaves,40.712893,-74.005233,8.8
LOWER MANHATTAN,City Hall Park,M013,22/08/2020,M013-05,1,"Gray; Cinnamon, White",On ground,"Eating, Burying; Approaches humans",Couldn't find a good spot to bury theirs (peanuts from humans),40.712893,-74.005233,8.8
LOWER MANHATTAN,City Hall Park,M013,22/08/2020,M013-06,1,Gray; Cinnamon,On ground,Eating; Approaches humans,Being fed by people,40.712922,-74.005147,8.8
LOWER MANHATTAN,City Hall Park,M013,22/08/2020,M013-07,1,Gray; Cinnamon,On ground,Eating; Approaches humans,Being fed by people,40.712922,-74.005147,8.8
LOWER MANHATTAN,City Hall Park,M013,22/08/2020,M013-08,1,Gray; White; Very distinct white outlines on ears and ring around tail,On ground,Eating; Approaches humans,Came out to get peanut from human,40.713044,-74.005404,8.8
LOWER MANHATTAN,City Hall Park,M013,22/08/2020,M013-09,1,Gray,Above Ground,"Climbing, Foraging; Indifferent to humans, Runs from humans","Perched in a bush, watched us and scampered off to eat - very little squirrel",40.712836,-74.005662,8.8
LOWER MANHATTAN,City Hall Park,M013,22/08/2020,M013-10,1,Gray; White,"On ground, Specific Location: on City Hall back steps",Running; Indifferent to humans,,40.712881,-74.005823,8.8
LOWER MANHATTAN,City Hall Park,M013,22/08/2020,M013-11,1,"Gray; Cinnamon, White","On ground, Specific Location: by back steps of City Hall","Eating, Foraging; Indifferent to humans",Found something to eat buried in leaves and then looked for more,40.712995,-74.005963,8.8
LOWER MANHATTAN,City Hall Park,M013,22/08/2020,M013-12,1,Gray; White,On ground,Very carefully watching a cat; Indifferent to humans,,40.713044,-74.006242,8.8
LOWER MANHATTAN,City Hall Park,M013,22/08/2020,M013-13,1,Gray,Above Ground,Chattering; Indifferent to humans,"High up in a tree, lots of talking",40.713276,-74.006323,8.8
LOWER MANHATTAN,City Hall Park,M013,22/08/2020,M013-14,1,Gray; White,On ground,"Eating (nuts), Foraging; Approaches humans, Runs from humans",,40.713339,-74.006313,8.8
LOWER MANHATTAN,City Hall Park,M013,22/08/2020,M013-15,1,Gray; White,On ground,Running,"Very active, darting around",40.713518,-74.006308,8.8
LOWER MANHATTAN,City Hall Park,M013,22/08/2020,M013-16,1,Gray; White; Lots of white!,Above Ground,"Climbing, Foraging; Watching","Perched on knot of tree, watching us, then started foraging",40.71312,-74.006862,8.8
LOWER MANHATTAN,City Hall Park,M013,22/08/2020,M013-17,1,Gray; White,On ground,"Eating, Foraging; Indifferent to humans",Successfully finding buried food,40.712872,-74.006878,8.8
LOWER MANHATTAN,City Hall Park,M013,22/08/2020,M013-18,1,Gray; White,On ground,"Eating, Foraging; Indifferent to humans","Rolling around in loose dirt with a ""swimming"" motion",40.712872,-74.006878,8.8
LOWER MANHATTAN,Battery Park,M283,19/09/2020,M283-01,1,Gray; Cinnamon,Above Ground,Interested in humans,#1Ù?•Ó•Ï5 all together being fed by humans,40.704053,-74.01612,26.042
LOWER MANHATTAN,Battery Park,M283,19/09/2020,M283-02,1,"Gray; Cinnamon, White",Specific Location: on fencing,"Climbing, Balancing on fencing",#1Ù?•Ó•Ï5 all together being fed by humans - Hungry,40.704011,-74.016134,26.042
LOWER MANHATTAN,Battery Park,M283,19/09/2020,M283-03,1,"Gray; Cinnamon, White",On ground,Indifferent to humans,"#1Ù?•Ó•Ï5 all together being fed by humans, Had a ton of leaves in his mouth for several minutes",40.703897,-74.016118,26.042
LOWER MANHATTAN,Battery Park,M283,19/09/2020,M283-04,1,,On ground,Cautious of humans,#1Ù?•Ó•Ï5 all together being fed by humans,40.703885,-74.016161,26.042
LOWER MANHATTAN,Battery Park,M283,19/09/2020,M283-05,1,"Gray; Cinnamon, White",Specific Location: on fencing,,#1Ù?•Ó•Ï5 all together being fed by humans,40.703848,-74.016134,26.042
LOWER MANHATTAN,Battery Park,M283,19/09/2020,M283-06,1,Cinnamon; Gray; White,On ground,"Chillin', Rubbing butt on ground",Seems left out,40.703882,-74.015955,26.042
LOWER MANHATTAN,Battery Park,M283,19/09/2020,M283-07,1,Cinnamon; White,On ground,Running; Runs from humans,,40.704211,-74.015859,26.042
LOWER MANHATTAN,Battery Park,M283,19/09/2020,M283-08,1,Gray; White,On ground,Foraging,Obviously a couple with #9,40.704142,-74.015837,26.042
LOWER MANHATTAN,Battery Park,M283,19/09/2020,M283-09,1,Gray; White,On ground,Foraging,Obviously a couple with #8,40.704175,-74.015306,26.042
LOWER MANHATTAN,Battery Park,M283,19/09/2020,M283-10,1,"Gray; Cinnamon, White",On ground,Running; Indifferent to humans,Skinny with tiny ears,40.704171,-74.015242,26.042
LOWER MANHATTAN,Battery Park,M283,19/09/2020,M283-11,1,Gray; White,On ground,Foraging; Indifferent to humans,,40.704468,-74.014774,26.042
LOWER MANHATTAN,Battery Park,M283,19/09/2020,M283-12,1,Gray; White,On ground,Foraging; Indifferent to humans,,40.704453,-74.014757,26.042
LOWER MANHATTAN,Battery Park,M283,19/09/2020,M283-13,1,Gray; White,On ground,Eating; Indifferent to humans,,40.70442,-74.014741,26.042
LOWER MANHATTAN,Battery Park,M283,19/09/2020,M283-14,1,Gray; Cinnamon,"Above Ground, Specific Location: in tree",Sticking out of a tree; Indifferent to humans,,40.704188,-74.014853,26.042
LOWER MANHATTAN,Battery Park,M283,19/09/2020,M283-15,1,Gray; White; White bellies,,Chasing,"Flirty, chasing #16, also eating urban farm debris",40.70352,-74.015273,26.042
LOWER MANHATTAN,Battery Park,M283,19/09/2020,M283-16,1,Gray; White; White bellies,,Chasing,"Flirty, being chased by #15, also eating urban farm debris",40.703487,-74.015278,26.042
LOWER MANHATTAN,Battery Park,M283,19/09/2020,M283-17,1,Gray; White,,Hangin' with #13 & #14,,40.703989,-74.015202,26.042
LOWER MANHATTAN,Battery Park,M283,19/09/2020,M283-18,1,Gray,On ground,,Looks like he has a patch of fur missing on his back,40.703383,-74.015584,26.042
LOWER MANHATTAN,Battery Park,M283,19/09/2020,M283-19,1,Gray; Cinnamon,Above Ground,Climbing (tree),,40.70295,-74.015813,26.042
LOWER MANHATTAN,Battery Park,M283,19/09/2020,M283-20,1,Cinnamon,On ground,,,40.702934,-74.015775,26.042
LOWER MANHATTAN,Battery Park,M283,19/09/2020,M283-21,1,Gray; White,"Above Ground, Specific Location: in a tree",Snacking in a tree,,40.702922,-74.016629,26.042
LOWER MANHATTAN,Battery Park,M283,19/09/2020,M283-22,1,Cinnamon,Specific Location: on a bench,,,40.702411,-74.015896,26.042
LOWER MANHATTAN,Battery Park,M283,19/09/2020,M283-23,1,Gray,,Prancing about,,40.702313,-74.015644,26.042
LOWER MANHATTAN,Battery Park,M283,19/09/2020,M283-24,1,Gray; Cinnamon,Specific Location: on fence,Climbing fence,,40.702467,-74.015757,26.042
LOWER MANHATTAN,Battery Park,M283,19/09/2020,M283-25,1,Gray; Cinnamon,"Above Ground, Specific Location: in a tree",,,40.702597,-74.016132,26.042
LOWER MANHATTAN,Battery Park,M283,19/09/2020,M283-26,1,Gray; Cinnamon,Specific Location: on fence,Climbing fence,,40.702618,-74.016556,26.042
BROOKLYN,Msgr. McGolrick Park,B114,,B114-01,1,Gray; Cinnamon,Above Ground,battery; Staring,"Looks cold, not moving, lethargic",40.725308,-73.942789,
BROOKLYN,Msgr. McGolrick Park,B114,,B114-02,1,Gray; Cinnamon; White,Above Ground,"Climbing, Foraging, Self-cleaning; Indifferent to humans",,40.725511,-73.943609,
BROOKLYN,Msgr. McGolrick Park,B114,,B114-03,1,Gray; Cinnamon,On ground,Chasing; Approaches humans,,40.725511,-73.943448,
BROOKLYN,Msgr. McGolrick Park,B114,,B114-04,1,Gray,Above Ground,Climbing,,40.725478,-73.944113,
BROOKLYN,Msgr. McGolrick Park,B114,,B114-05,1,Gray,Above Ground,Eating,,40.725527,-73.943974,
BROOKLYN,Msgr. McGolrick Park,B114,,B114-06,1,Gray; Cinnamon,On ground,Eating; Approaches humans,We fed him!,40.725397,-73.944124,
BROOKLYN,Msgr. McGolrick Park,B114,,B114-07,1,Gray,Above Ground,Climbing,,40.725413,-73.943984,
BROOKLYN,Msgr. McGolrick Park,B114,,B114-08,1,Gray,On ground,Climbing (down),,40.724755,-73.944006,
BROOKLYN,Msgr. McGolrick Park,B114,,B114-09,1,Gray,On ground,Climbing (down),,40.723974,-73.943845,
BROOKLYN,Msgr. McGolrick Park,B114,,B114-10,1,Gray,On ground,Climbing (down),,40.723462,-73.943952,
BROOKLYN,Msgr. McGolrick Park,B114,,B114-11,1,Gray,On ground,Climbing (down),,40.725372,-73.943652,
BROOKLYN,Msgr. McGolrick Park,B114,,B114-12,1,Gray; White,"Above Ground, Specific Location: by playground",Sitting; Indifferent to humans,,40.725364,-73.943512,
BROOKLYN,Msgr. McGolrick Park,B114,,B114-13,1,Gray,On ground,Running; Runs from humans,,40.725397,-73.943297,
BROOKLYN,Msgr. McGolrick Park,B114,,B114-14,1,Gray; Cinnamon,On ground,Running; Indifferent to humans,,40.725197,-73.943273,
BROOKLYN,McCarren Park,B058,26/09/2020,B058-01,1,Cinnamon; White,On ground,Eating; Indifferent to humans,,40.72167,-73.953364,
BROOKLYN,McCarren Park,B058,26/09/2020,B058-02,1,Gray; White,On ground,Eating; Approaches humans,,40.721768,-73.953192,
BROOKLYN,McCarren Park,B058,26/09/2020,B058-03,1,Gray; White,On ground,Running; Runs from humans,Ran in from baseball field,40.721662,-73.953278,
BROOKLYN,McCarren Park,B058,26/09/2020,B058-04,1,Gray; Cinnamon,Above Ground,Climbing; Runs from humans,,40.721857,-73.953139,
BROOKLYN,McCarren Park,B058,26/09/2020,B058-05,1,Cinnamon,On ground,Running; Approaches humans,Running around,40.721941,-73.952947,
BROOKLYN,McCarren Park,B058,26/09/2020,B058-06,1,Cinnamon,Above Ground,Climbing; Approaches humans,Perched up Ù?•Ó•Å came close to us!,40.722039,-73.952796,
BROOKLYN,McCarren Park,B058,26/09/2020,B058-07,1,Cinnamon,On ground,Chasing; Approaches humans,Skinny tail Ù?•Ó•Å was in the baseball field,40.72147,-73.952857,
BROOKLYN,McCarren Park,B058,26/09/2020,B058-08,1,Cinnamon; White,On ground,Running; Runs from humans,,40.721713,-73.95305,
BROOKLYN,McCarren Park,B058,26/09/2020,B058-09,1,Gray,"On ground, Specific Location: In a trash and metal heap next to baseball field","Eating, Foraging; Indifferent to humans",,40.721933,-73.953147,
BROOKLYN,McCarren Park,B058,26/09/2020,B058-10,1,"Gray; Cinnamon, White","Above Ground, Specific Location: in tree",Climbing; Runs from humans,Ran up a tree,40.722283,-73.953115,
BROOKLYN,McCarren Park,B058,26/09/2020,B058-11,1,Gray,On ground,Running; Runs from humans,Ran out of park,40.722698,-73.953198,
BROOKLYN,McCarren Park,B058,26/09/2020,B058-12,1,Gray; White,On ground,"Eating, Foraging; Indifferent to humans",Birds walking nearby,40.722819,-73.952095,
BROOKLYN,McCarren Park,B058,26/09/2020,B058-13,1,Gray; White,Above Ground,Climbing; Indifferent to humans,Ran from ground to tree,40.722966,-73.951987,
BROOKLYN,McCarren Park,B058,26/09/2020,B058-14,1,Cinnamon; White,"Above Ground, Specific Location: in short tree","Climbing, Sitting in short tree; Indifferent to humans",,40.723136,-73.951794,
BROOKLYN,McCarren Park,B058,26/09/2020,B058-15,1,Gray; White,"Above Ground, Specific Location: in tree",Eating; Indifferent to humans,,40.723071,-73.951697,
BROOKLYN,McCarren Park,B058,26/09/2020,B058-16,1,Cinnamon; Gray,"On ground, Specific Location: below park benches","Foraging, Jumping; Indifferent to humans",Great jumper,40.723006,-73.951655,
BROOKLYN,McCarren Park,B058,26/09/2020,B058-17,1,"Gray; Cinnamon, White",Above Ground,Chilling; Indifferent to humans,"Perched on branch, just hanging out",40.722962,-73.951752,
BROOKLYN,McCarren Park,B058,26/09/2020,B058-18,1,Cinnamon,Above Ground,Hanging; Indifferent to humans,Perched on branch,40.722603,-73.951449,
BROOKLYN,McCarren Park,B058,26/09/2020,B058-19,1,Cinnamon; Gray; White,Above Ground,"Running, Climbing","Very small, climbed from one tree to another",40.721247,-73.951609,
BROOKLYN,McCarren Park,B058,26/09/2020,B058-20,1,"Gray; Cinnamon, White",Above Ground,Climbing; Indifferent to humans,"Small, on tree on branch, two others below it",40.720606,-73.952769,
BROOKLYN,McCarren Park,B058,26/09/2020,B058-21,1,"Gray; Cinnamon, White",Above Ground,"Chasing, Climbing; Indifferent to humans","Started in middle of tree, started chasing others up in branches, jumped from branch to branch",40.720582,-73.952694,
BROOKLYN,McCarren Park,B058,26/09/2020,B058-22,1,"Gray; Cinnamon, White",Above Ground,Climbing; Indifferent to humans,One of three together on a tree,40.720533,-73.95272,
BROOKLYN,McCarren Park,B058,26/09/2020,B058-23,1,Gray; White,Above Ground,Climbing; Indifferent to humans,Jumped from one tree to next,40.720488,-73.952806,
BROOKLYN,McCarren Park,B058,26/09/2020,B058-24,1,Gray; White,On ground,"Eating, Foraging; Indifferent to humans",Dog chased it up a tree,40.720458,-73.954244,
BROOKLYN,McCarren Park,B058,26/09/2020,B058-25,1,"Gray; Cinnamon, White",On ground,Foraging; Skittish to humans,,40.720018,-73.953442,
BROOKLYN,McCarren Park,B058,26/09/2020,B058-26,1,Gray; White,On ground,"Running, Foraging; Indifferent to humans",Fast,40.720026,-73.953652,
BROOKLYN,McCarren Park,B058,26/09/2020,B058-27,1,Gray; Cinnamon,On ground,"Eating (bread crumbs), Foraging; Indifferent to humans",Near a lot of little birds,40.719777,-73.952774,
BROOKLYN,McCarren Park,B058,26/09/2020,B058-28,1,Gray; White,On ground,Running; Indifferent to humans,Running against fence,40.720114,-73.952768,
BROOKLYN,McCarren Park,B058,26/09/2020,B058-29,1,"Gray; Cinnamon, White",On ground,Hanging out; Runs from humans,"Standing at base of tree, then climbed up",40.719944,-73.952505,
BROOKLYN,McCarren Park,B058,26/09/2020,B058-30,1,Gray; White,On ground,Foraging; Indifferent to humans,,40.720448,-73.952521,
BROOKLYN,McCarren Park,B058,26/09/2020,B058-31,1,Cinnamon; White,On ground,Foraging; Indifferent to humans,Walking around bushes,40.720412,-73.952353,
BROOKLYN,McCarren Park,B058,26/09/2020,B058-32,1,"Gray; Cinnamon, White",On ground,Foraging; Indifferent to humans,A little on the robust side,40.720372,-73.952326,
BROOKLYN,McCarren Park,B058,26/09/2020,B058-33,1,Gray; Cinnamon,On ground,Foraging; Indifferent to humans,Busy digging for something,40.720749,-73.951891,
BROOKLYN,McCarren Park,B058,26/09/2020,B058-34,1,Cinnamon,Above Ground,Sleeping (Dead?); Indifferent to humans,"It almost looks dead. Eyes open, curled up into itself in a nook in a tree with #35.",40.721181,-73.951255,
BROOKLYN,McCarren Park,B058,26/09/2020,B058-35,1,Cinnamon,Above Ground,Sleeping (Dead?),Curled up together with #34. One big furry ball of squirrel.,40.721181,-73.951255,
BROOKLYN,McCarren Park,B058,26/09/2020,B058-36,1,Cinnamon; Gray,On ground,Eating (tortilla/chip),Pretty fat,40.72112,-73.95104,
BROOKLYN,McCarren Park,B058,26/09/2020,B058-37,1,Gray,On ground,Running; Indifferent to humans,"Turning around, trying to eat",40.721315,-73.950943,
BROOKLYN,McCarren Park,B058,26/09/2020,B058-38,1,"Gray; Cinnamon, White",On ground,?ating,Sitting next to #39 and eating,40.721258,-73.950799,
BROOKLYN,McCarren Park,B058,26/09/2020,B058-39,1,"Gray; Cinnamon, White",On ground,E@ting,Sitting next to #38 and eating,40.721217,-73.95077,
BROOKLYN,McCarren Park,B058,26/09/2020,B058-40,1,Cinnamon; White,On ground,Foraging; Indifferent to humans,Fluffy,40.721173,-73.950781,
BROOKLYN,McCarren Park,B058,26/09/2020,B058-41,1,Cinnamon,Above Ground,"Running, Foraging; Indifferent to humans",Skinny,40.721161,-73.950732,
BROOKLYN,McCarren Park,B058,26/09/2020,B058-42,1,Gray,Above Ground,Climbing; Indifferent to humans,Clinging to tree,40.721124,-73.950797,
BROOKLYN,McCarren Park,B058,26/09/2020,B058-43,1,Gray; White,Above Ground,"Running, Chasing, Climbing; Indifferent to humans",Playing with another squirrel in a tree,40.721026,-73.950765,
BROOKLYN,McCarren Park,B058,26/09/2020,B058-44,1,"Gray; Cinnamon, White",On ground,Foraging; Runs from humans,Ran very quickly,40.719376,-73.952326,
Total,,,,,433,,,,,,,
